question,positive_chunk,positive_chunk_id,paragraph_id
Can consuming eggs increase the risk of heart disease in an elderly population?,"Maintenance of the LDL cholesterol:HDL cholesterol ratio in an elderly population given a dietary cholesterol challenge.
We previously evaluated the responses to dietary cholesterol in children and young adults. In this study, the effects of dietary cholesterol on plasma lipids and LDL atherogenicity were evaluated in 42 elderly subjects (29 postmenopausal women and 13 men > 60 y old). Our exclusion criteria were diabetes, heart disease, and the use of reductase inhibitors. The study followed a randomized crossover design in which subjects were assigned to consume the equivalent of 3 large eggs (EGG) daily or the same amount of a cholesterol-free, fat-free egg substitute (SUB) for a 1-mo period. After a 3-wk washout period, subjects were assigned to the alternate treatment. The concentration of plasma cholesterol after the EGG period varied among subjects. When all subjects were evaluated, there were significant increases in LDL cholesterol (LDL-C) (P < 0.05) and HDL-C (P < 0.001) for both men and women during the EGG period, resulting in no alterations in the LDL-C:HDL-C or the total cholesterol:HDL-C ratios. In addition, the LDL peak diameter was increased during the EGG period for all subjects. In contrast, the measured parameters of LDL oxidation, conjugated diene formation, and LDL lag time did not differ between the EGG and the SUB periods. We conclude from this study that dietary cholesterol provided by eggs does not increase the risk for heart disease in a healthy elderly population.",0,82
"What are the effects of a cholesterol-free, fat-free egg substitute on plasma lipids and LDL atherogenicity in elderly individuals?","Maintenance of the LDL cholesterol:HDL cholesterol ratio in an elderly population given a dietary cholesterol challenge.
We previously evaluated the responses to dietary cholesterol in children and young adults. In this study, the effects of dietary cholesterol on plasma lipids and LDL atherogenicity were evaluated in 42 elderly subjects (29 postmenopausal women and 13 men > 60 y old). Our exclusion criteria were diabetes, heart disease, and the use of reductase inhibitors. The study followed a randomized crossover design in which subjects were assigned to consume the equivalent of 3 large eggs (EGG) daily or the same amount of a cholesterol-free, fat-free egg substitute (SUB) for a 1-mo period. After a 3-wk washout period, subjects were assigned to the alternate treatment. The concentration of plasma cholesterol after the EGG period varied among subjects. When all subjects were evaluated, there were significant increases in LDL cholesterol (LDL-C) (P < 0.05) and HDL-C (P < 0.001) for both men and women during the EGG period, resulting in no alterations in the LDL-C:HDL-C or the total cholesterol:HDL-C ratios. In addition, the LDL peak diameter was increased during the EGG period for all subjects. In contrast, the measured parameters of LDL oxidation, conjugated diene formation, and LDL lag time did not differ between the EGG and the SUB periods. We conclude from this study that dietary cholesterol provided by eggs does not increase the risk for heart disease in a healthy elderly population.",0,82
What is the role of free radicals in regulating gene expression in skin and muscle tissues?,"Free radicals in skin and muscle: damaging agents or signals for adaptation?
Much of the current literature regarding the biological effects of antioxidant nutrients has concentrated on their potential role in inhibiting or preventing tissue damage induced by free radical species produced during metabolism. Recent findings indicate that antioxidants may also have more subtle roles, regulating changes in gene expression induced by oxidizing free radical species. There is increasing evidence that free radicals act as signals for cell adaptation in a variety of cell types and the nature of the mechanisms by which free radical species influence gene expression is the subject of much current research. Processes such as these may be particularly important in tissues regularly exposed to varying amounts of oxidative stress as part of their normal physiological functions. Examples of such tissues include skin exposed to u.v. light and skeletal muscle subjected to repeated bouts of exercise.",0,83
How do antioxidant nutrients influence the adaptation of cells to oxidative stress in skin and muscle?,"Free radicals in skin and muscle: damaging agents or signals for adaptation?
Much of the current literature regarding the biological effects of antioxidant nutrients has concentrated on their potential role in inhibiting or preventing tissue damage induced by free radical species produced during metabolism. Recent findings indicate that antioxidants may also have more subtle roles, regulating changes in gene expression induced by oxidizing free radical species. There is increasing evidence that free radicals act as signals for cell adaptation in a variety of cell types and the nature of the mechanisms by which free radical species influence gene expression is the subject of much current research. Processes such as these may be particularly important in tissues regularly exposed to varying amounts of oxidative stress as part of their normal physiological functions. Examples of such tissues include skin exposed to u.v. light and skeletal muscle subjected to repeated bouts of exercise.",0,83
"Can free radicals act as signals for cellular adaptation in skin and muscle tissues, and if so, how?","Free radicals in skin and muscle: damaging agents or signals for adaptation?
Much of the current literature regarding the biological effects of antioxidant nutrients has concentrated on their potential role in inhibiting or preventing tissue damage induced by free radical species produced during metabolism. Recent findings indicate that antioxidants may also have more subtle roles, regulating changes in gene expression induced by oxidizing free radical species. There is increasing evidence that free radicals act as signals for cell adaptation in a variety of cell types and the nature of the mechanisms by which free radical species influence gene expression is the subject of much current research. Processes such as these may be particularly important in tissues regularly exposed to varying amounts of oxidative stress as part of their normal physiological functions. Examples of such tissues include skin exposed to u.v. light and skeletal muscle subjected to repeated bouts of exercise.",0,83
What is the effect of a lactovegetarian diet on faecal elimination of lead and cadmium?,"Faecal elimination of lead and cadmium in subjects on a mixed and a lactovegetarian diet.
Faecal elimination of lead and cadmium in 16 subjects who changed from a mixed diet to a lactovegetarian diet has been studied. The faecal weight increased significantly following the change to the vegetarian diet, partly because of increased water content. There was a large inter-individual variation in faecal elimination of lead and cadmium during both the mixed-diet period (range 14 to 118, median 31 micrograms Pb/day; range 4.5 to 21, median 12 micrograms Cd/day) and the vegetarian diet period (range 19 to 136, median 42 micrograms Pb/day; range 6.1 to 24, median 14 micrograms Cd/day). There was a tendency towards increased faecal elimination of lead and cadmium following the change to the vegetarian diet, but the differences were not statistically significant.",0,84
How does the water content of faeces affect the elimination of lead and cadmium?,"Faecal elimination of lead and cadmium in subjects on a mixed and a lactovegetarian diet.
Faecal elimination of lead and cadmium in 16 subjects who changed from a mixed diet to a lactovegetarian diet has been studied. The faecal weight increased significantly following the change to the vegetarian diet, partly because of increased water content. There was a large inter-individual variation in faecal elimination of lead and cadmium during both the mixed-diet period (range 14 to 118, median 31 micrograms Pb/day; range 4.5 to 21, median 12 micrograms Cd/day) and the vegetarian diet period (range 19 to 136, median 42 micrograms Pb/day; range 6.1 to 24, median 14 micrograms Cd/day). There was a tendency towards increased faecal elimination of lead and cadmium following the change to the vegetarian diet, but the differences were not statistically significant.",0,84
What is the range of faecal elimination of lead and cadmium in subjects on a mixed diet versus a lactovegetarian diet?,"Faecal elimination of lead and cadmium in subjects on a mixed and a lactovegetarian diet.
Faecal elimination of lead and cadmium in 16 subjects who changed from a mixed diet to a lactovegetarian diet has been studied. The faecal weight increased significantly following the change to the vegetarian diet, partly because of increased water content. There was a large inter-individual variation in faecal elimination of lead and cadmium during both the mixed-diet period (range 14 to 118, median 31 micrograms Pb/day; range 4.5 to 21, median 12 micrograms Cd/day) and the vegetarian diet period (range 19 to 136, median 42 micrograms Pb/day; range 6.1 to 24, median 14 micrograms Cd/day). There was a tendency towards increased faecal elimination of lead and cadmium following the change to the vegetarian diet, but the differences were not statistically significant.",0,84
What is the prevalence of ideal cardiovascular health behaviors among young adults in the US?,"Status of Cardiovascular Health in US Adults: Prevalence Estimates from the National Health and Nutrition Examination Surveys (NHANES) 2003-2008
Background The American Heart Association's 2020 Strategic Impact Goals define a new concept, “cardiovascular (CV) health”; however, current prevalence estimates of the status of CV health in U.S. adults according to age, sex and race/ethnicity have not been published. Methods and Results We included 14,515 adults (≥20 years) from the 2003-2008 National Health and Nutrition Examination Surveys. Participants were stratified by young (20-39 years), middle (40-64 years), and older ages (65+ years). CV health behaviors (diet, physical activity, body mass index, smoking) and CV health factors (blood pressure, total cholesterol, fasting blood glucose, smoking) were defined as poor, intermediate, or ideal. Less than 1% of adults exhibited ideal CV health for all 7 metrics. For CV health behaviors, non-smoking was most prevalent (range:60.2-90.4%) while ideal Healthy Diet Score was least prevalent (range:0.2-2.6%) across groups. Prevalence of ideal BMI (range:36.5-45.3%) and ideal physical activity levels (range:50.2-58.8%) were higher in young adults compared to middle or older ages. Ideal total cholesterol (range:23.7-36.2%), blood pressure (range:11.9-16.3%) and fasting blood glucose (range:31.2-42.9%) were lower in older adults compared with young and middle age adults.Prevalence of poor CV health factors was lowest in young age but higher at middle and older ages. Prevalence estimates by age and sex were consistent across race/ethnic groups. Conclusions These prevalence estimates of CV health represent a starting point from which effectiveness of efforts to promote CV health and prevent CV disease can be monitored and compared in U.S. adult populations.",0,85
How do the prevalence of ideal cardiovascular health factors vary by age and sex in the US adult population?,"Status of Cardiovascular Health in US Adults: Prevalence Estimates from the National Health and Nutrition Examination Surveys (NHANES) 2003-2008
Background The American Heart Association's 2020 Strategic Impact Goals define a new concept, “cardiovascular (CV) health”; however, current prevalence estimates of the status of CV health in U.S. adults according to age, sex and race/ethnicity have not been published. Methods and Results We included 14,515 adults (≥20 years) from the 2003-2008 National Health and Nutrition Examination Surveys. Participants were stratified by young (20-39 years), middle (40-64 years), and older ages (65+ years). CV health behaviors (diet, physical activity, body mass index, smoking) and CV health factors (blood pressure, total cholesterol, fasting blood glucose, smoking) were defined as poor, intermediate, or ideal. Less than 1% of adults exhibited ideal CV health for all 7 metrics. For CV health behaviors, non-smoking was most prevalent (range:60.2-90.4%) while ideal Healthy Diet Score was least prevalent (range:0.2-2.6%) across groups. Prevalence of ideal BMI (range:36.5-45.3%) and ideal physical activity levels (range:50.2-58.8%) were higher in young adults compared to middle or older ages. Ideal total cholesterol (range:23.7-36.2%), blood pressure (range:11.9-16.3%) and fasting blood glucose (range:31.2-42.9%) were lower in older adults compared with young and middle age adults.Prevalence of poor CV health factors was lowest in young age but higher at middle and older ages. Prevalence estimates by age and sex were consistent across race/ethnic groups. Conclusions These prevalence estimates of CV health represent a starting point from which effectiveness of efforts to promote CV health and prevent CV disease can be monitored and compared in U.S. adult populations.",0,85
"What percentage of US adults exhibit ideal cardiovascular health for all seven metrics, according to the National Health and Nutrition Examination Surveys (NHANES) 2003-2008?","Status of Cardiovascular Health in US Adults: Prevalence Estimates from the National Health and Nutrition Examination Surveys (NHANES) 2003-2008
Background The American Heart Association's 2020 Strategic Impact Goals define a new concept, “cardiovascular (CV) health”; however, current prevalence estimates of the status of CV health in U.S. adults according to age, sex and race/ethnicity have not been published. Methods and Results We included 14,515 adults (≥20 years) from the 2003-2008 National Health and Nutrition Examination Surveys. Participants were stratified by young (20-39 years), middle (40-64 years), and older ages (65+ years). CV health behaviors (diet, physical activity, body mass index, smoking) and CV health factors (blood pressure, total cholesterol, fasting blood glucose, smoking) were defined as poor, intermediate, or ideal. Less than 1% of adults exhibited ideal CV health for all 7 metrics. For CV health behaviors, non-smoking was most prevalent (range:60.2-90.4%) while ideal Healthy Diet Score was least prevalent (range:0.2-2.6%) across groups. Prevalence of ideal BMI (range:36.5-45.3%) and ideal physical activity levels (range:50.2-58.8%) were higher in young adults compared to middle or older ages. Ideal total cholesterol (range:23.7-36.2%), blood pressure (range:11.9-16.3%) and fasting blood glucose (range:31.2-42.9%) were lower in older adults compared with young and middle age adults.Prevalence of poor CV health factors was lowest in young age but higher at middle and older ages. Prevalence estimates by age and sex were consistent across race/ethnic groups. Conclusions These prevalence estimates of CV health represent a starting point from which effectiveness of efforts to promote CV health and prevent CV disease can be monitored and compared in U.S. adult populations.",0,85
What are the possible causes of the advance in timing of puberty in girls in the USA?,"The pubertal timing controversy in the USA, and a review of possible causative factors for the advance in timing of onset of puberty.
Previously used standards for the diagnosis of precocious puberty in girls no longer appear to be appropriate in the USA, in that a significant number of girls are being seen in paediatricians' offices with breast budding before 8 years of age. The timing of menarche, however, has changed little over the past few decades. Early maturing girls are more likely to become obese in adolescence and adulthood than normal or late maturing girls. Early maturing white girls are heavier at the onset of puberty, but this is not the case for African-American girls or boys of either race. Boys and girls with premature pubarche may be more hyperinsulinaemic than normal children, and girls with premature pubarche more likely to develop functional ovarian and adrenal hyperandrogenism. Early menarche is preceded by prepubertal hyperinsulinaemia. It is proposed that pubertal onset, although not necessarily the tempo of puberty, is influenced by hyperinsulinaemia and insulin resistance. If this hypothesis is correct, insulin resistance may be more prevalent in US children than previously recognized. An advance in timing of onset of puberty has not been noted in other countries, although it is likely that this phenomenon may become more prevalent as other countries adopt a more American lifestyle and diet.",0,86
How does early maturing affect the health and well-being of girls and boys in adolescence and adulthood?,"The pubertal timing controversy in the USA, and a review of possible causative factors for the advance in timing of onset of puberty.
Previously used standards for the diagnosis of precocious puberty in girls no longer appear to be appropriate in the USA, in that a significant number of girls are being seen in paediatricians' offices with breast budding before 8 years of age. The timing of menarche, however, has changed little over the past few decades. Early maturing girls are more likely to become obese in adolescence and adulthood than normal or late maturing girls. Early maturing white girls are heavier at the onset of puberty, but this is not the case for African-American girls or boys of either race. Boys and girls with premature pubarche may be more hyperinsulinaemic than normal children, and girls with premature pubarche more likely to develop functional ovarian and adrenal hyperandrogenism. Early menarche is preceded by prepubertal hyperinsulinaemia. It is proposed that pubertal onset, although not necessarily the tempo of puberty, is influenced by hyperinsulinaemia and insulin resistance. If this hypothesis is correct, insulin resistance may be more prevalent in US children than previously recognized. An advance in timing of onset of puberty has not been noted in other countries, although it is likely that this phenomenon may become more prevalent as other countries adopt a more American lifestyle and diet.",0,86
"What is the relationship between hyperinsulinaemia and the onset of puberty, and how might this factor into the advancement of puberty in the USA?","The pubertal timing controversy in the USA, and a review of possible causative factors for the advance in timing of onset of puberty.
Previously used standards for the diagnosis of precocious puberty in girls no longer appear to be appropriate in the USA, in that a significant number of girls are being seen in paediatricians' offices with breast budding before 8 years of age. The timing of menarche, however, has changed little over the past few decades. Early maturing girls are more likely to become obese in adolescence and adulthood than normal or late maturing girls. Early maturing white girls are heavier at the onset of puberty, but this is not the case for African-American girls or boys of either race. Boys and girls with premature pubarche may be more hyperinsulinaemic than normal children, and girls with premature pubarche more likely to develop functional ovarian and adrenal hyperandrogenism. Early menarche is preceded by prepubertal hyperinsulinaemia. It is proposed that pubertal onset, although not necessarily the tempo of puberty, is influenced by hyperinsulinaemia and insulin resistance. If this hypothesis is correct, insulin resistance may be more prevalent in US children than previously recognized. An advance in timing of onset of puberty has not been noted in other countries, although it is likely that this phenomenon may become more prevalent as other countries adopt a more American lifestyle and diet.",0,86
What are the most common extraintestinal infections caused by Escherichia coli?,"Medical and economic impact of extraintestinal infections due to Escherichia coli: focus on an increasingly important endemic problem.
Escherichia coli is probably the best-known bacterial species and one of the most frequently isolated organisms from clinical specimens. Despite this, underappreciation and misunderstandings exist among medical professionals and the lay public alike regarding E. coli as an extraintestinal pathogen. Underappreciated features include (i) the wide variety of extraintestinal infections E. coli can cause, (ii) the high incidence and associated morbidity, mortality, and costs of these diverse clinical syndromes, (iii) the pathogenic potential of different groups of E. coli strains for causing intestinal versus extraintestinal disease, and (iv) increasing antimicrobial resistance. In this era in which health news often sensationalizes uncommon infection syndromes or pathogens, the strains of E. coli that cause extraintestinal infection are an increasingly important endemic problem and underappreciated ""killers"". Billions of health care dollars, millions of work days, and hundreds of thousands of lives are lost each year to extraintestinal infections due to E. coli. New treatments and prevention measures will be needed for improved outcomes and a diminished disease burden.",0,87
How does the incidence of extraintestinal infections due to E. coli vary by geographic region?,"Medical and economic impact of extraintestinal infections due to Escherichia coli: focus on an increasingly important endemic problem.
Escherichia coli is probably the best-known bacterial species and one of the most frequently isolated organisms from clinical specimens. Despite this, underappreciation and misunderstandings exist among medical professionals and the lay public alike regarding E. coli as an extraintestinal pathogen. Underappreciated features include (i) the wide variety of extraintestinal infections E. coli can cause, (ii) the high incidence and associated morbidity, mortality, and costs of these diverse clinical syndromes, (iii) the pathogenic potential of different groups of E. coli strains for causing intestinal versus extraintestinal disease, and (iv) increasing antimicrobial resistance. In this era in which health news often sensationalizes uncommon infection syndromes or pathogens, the strains of E. coli that cause extraintestinal infection are an increasingly important endemic problem and underappreciated ""killers"". Billions of health care dollars, millions of work days, and hundreds of thousands of lives are lost each year to extraintestinal infections due to E. coli. New treatments and prevention measures will be needed for improved outcomes and a diminished disease burden.",0,87
What are the economic and medical impacts of antimicrobial resistance in E. coli infections?,"Medical and economic impact of extraintestinal infections due to Escherichia coli: focus on an increasingly important endemic problem.
Escherichia coli is probably the best-known bacterial species and one of the most frequently isolated organisms from clinical specimens. Despite this, underappreciation and misunderstandings exist among medical professionals and the lay public alike regarding E. coli as an extraintestinal pathogen. Underappreciated features include (i) the wide variety of extraintestinal infections E. coli can cause, (ii) the high incidence and associated morbidity, mortality, and costs of these diverse clinical syndromes, (iii) the pathogenic potential of different groups of E. coli strains for causing intestinal versus extraintestinal disease, and (iv) increasing antimicrobial resistance. In this era in which health news often sensationalizes uncommon infection syndromes or pathogens, the strains of E. coli that cause extraintestinal infection are an increasingly important endemic problem and underappreciated ""killers"". Billions of health care dollars, millions of work days, and hundreds of thousands of lives are lost each year to extraintestinal infections due to E. coli. New treatments and prevention measures will be needed for improved outcomes and a diminished disease burden.",0,87
What is the effect of cigarette smoking on semen quality in men with idiopathic infertility?,"Semen quality of male idiopathic infertile smokers and nonsmokers: an ultrastructural study.
This retrospective study was aimed at evaluating the effects of cigarette consumption on semen parameters in a group of men with idiopathic infertility. The semen quality of 2 groups of men with idiopathic infertility, smokers (n = 118) and nonsmokers (n = 153), were compared. Conventional semen analysis was performed and sperm morphology was assessed by transmission electron microscopy (TEM). TEM data were elaborated by means of a mathematical formula based on a Bayesian technique able to furnish a fertility index (FI), and the percentages of sperm apoptosis, necrosis, and immaturity. Values of normality recommended by World Health Organization guidelines were used as a control for conventional semen analysis, and values from sperm of 25 men of proven fertility were used for TEM indices. Infertile smoker and nonsmoker patients showed similar sperm parameters, although sperm motility and TEM analysis values in both groups were significantly impaired compared with controls. Smoker patients were then classified as mild (>or=1 and <or=10 cigarettes/d), moderate (>10 and <20 cigarettes/day), or heavy smokers (>or=20 cigarettes/d). Sperm concentration and FI were significantly (P < .05) different among the 3 considered smoker classes. Comparing the pairs of smoker classes, sperm concentration and FI in heavy smokers were significantly lower (P < .05) than that observed in mild smoker and nonsmoker groups. Although semen quality in males with idiopathic infertility seems not to be dramatically affected by cigarette consumption, heavy smokers show significantly lower sperm concentration and FI: another strong reason to stop smoking.",0,88
How does the amount of cigarette smoking affect sperm concentration and fertility index in men with idiopathic infertility?,"Semen quality of male idiopathic infertile smokers and nonsmokers: an ultrastructural study.
This retrospective study was aimed at evaluating the effects of cigarette consumption on semen parameters in a group of men with idiopathic infertility. The semen quality of 2 groups of men with idiopathic infertility, smokers (n = 118) and nonsmokers (n = 153), were compared. Conventional semen analysis was performed and sperm morphology was assessed by transmission electron microscopy (TEM). TEM data were elaborated by means of a mathematical formula based on a Bayesian technique able to furnish a fertility index (FI), and the percentages of sperm apoptosis, necrosis, and immaturity. Values of normality recommended by World Health Organization guidelines were used as a control for conventional semen analysis, and values from sperm of 25 men of proven fertility were used for TEM indices. Infertile smoker and nonsmoker patients showed similar sperm parameters, although sperm motility and TEM analysis values in both groups were significantly impaired compared with controls. Smoker patients were then classified as mild (>or=1 and <or=10 cigarettes/d), moderate (>10 and <20 cigarettes/day), or heavy smokers (>or=20 cigarettes/d). Sperm concentration and FI were significantly (P < .05) different among the 3 considered smoker classes. Comparing the pairs of smoker classes, sperm concentration and FI in heavy smokers were significantly lower (P < .05) than that observed in mild smoker and nonsmoker groups. Although semen quality in males with idiopathic infertility seems not to be dramatically affected by cigarette consumption, heavy smokers show significantly lower sperm concentration and FI: another strong reason to stop smoking.",0,88
"Can cigarette smoking cause sperm apoptosis, necrosis, or immaturity in men with idiopathic infertility?","Semen quality of male idiopathic infertile smokers and nonsmokers: an ultrastructural study.
This retrospective study was aimed at evaluating the effects of cigarette consumption on semen parameters in a group of men with idiopathic infertility. The semen quality of 2 groups of men with idiopathic infertility, smokers (n = 118) and nonsmokers (n = 153), were compared. Conventional semen analysis was performed and sperm morphology was assessed by transmission electron microscopy (TEM). TEM data were elaborated by means of a mathematical formula based on a Bayesian technique able to furnish a fertility index (FI), and the percentages of sperm apoptosis, necrosis, and immaturity. Values of normality recommended by World Health Organization guidelines were used as a control for conventional semen analysis, and values from sperm of 25 men of proven fertility were used for TEM indices. Infertile smoker and nonsmoker patients showed similar sperm parameters, although sperm motility and TEM analysis values in both groups were significantly impaired compared with controls. Smoker patients were then classified as mild (>or=1 and <or=10 cigarettes/d), moderate (>10 and <20 cigarettes/day), or heavy smokers (>or=20 cigarettes/d). Sperm concentration and FI were significantly (P < .05) different among the 3 considered smoker classes. Comparing the pairs of smoker classes, sperm concentration and FI in heavy smokers were significantly lower (P < .05) than that observed in mild smoker and nonsmoker groups. Although semen quality in males with idiopathic infertility seems not to be dramatically affected by cigarette consumption, heavy smokers show significantly lower sperm concentration and FI: another strong reason to stop smoking.",0,88
What are the potential health benefits of dark chocolate for cardiovascular disease risk reduction?,"Chocolate--guilty pleasure or healthy supplement?
Dark chocolate and other cocoa products are popular in the population as a whole, but their overall health benefit remains controversial. Observations from the Kuna Indian population have shown an impressive cardiovascular health benefit from cocoa. For various reasons, this benefit has not been as robust as in other populations. Additionally, several mechanisms have been proposed that might confer cocoa's possible health benefit, but no consensus has been reached on cocoa's physiologic role in promoting cardiovascular health. Flavanols, as well as theobromine, may contribute to enhancements in endothelial function and subsequent improvements in various contributors to cardiovascular disease (CVD) including hypertension, platelet aggregation and adhesion, insulin resistance, and hypercholesterolemia. While the benefits of cocoa may be altered at the various stages of growth, development, and production, it appears that for many people ""healthy"" dark chocolate may, indeed, provide a pleasurable role in CVD risk reduction. The objectives of this review are to discuss the associations of cocoa with decreased blood pressure and improved CVD risk, to describe the possible mechanisms for these potential benefits, and to highlight considerations for the use of cocoa as a dietary supplement.",0,89
How does the production process of cocoa affect its potential health benefits?,"Chocolate--guilty pleasure or healthy supplement?
Dark chocolate and other cocoa products are popular in the population as a whole, but their overall health benefit remains controversial. Observations from the Kuna Indian population have shown an impressive cardiovascular health benefit from cocoa. For various reasons, this benefit has not been as robust as in other populations. Additionally, several mechanisms have been proposed that might confer cocoa's possible health benefit, but no consensus has been reached on cocoa's physiologic role in promoting cardiovascular health. Flavanols, as well as theobromine, may contribute to enhancements in endothelial function and subsequent improvements in various contributors to cardiovascular disease (CVD) including hypertension, platelet aggregation and adhesion, insulin resistance, and hypercholesterolemia. While the benefits of cocoa may be altered at the various stages of growth, development, and production, it appears that for many people ""healthy"" dark chocolate may, indeed, provide a pleasurable role in CVD risk reduction. The objectives of this review are to discuss the associations of cocoa with decreased blood pressure and improved CVD risk, to describe the possible mechanisms for these potential benefits, and to highlight considerations for the use of cocoa as a dietary supplement.",0,89
Can cocoa consumption improve endothelial function and reduce the risk of cardiovascular disease?,"Chocolate--guilty pleasure or healthy supplement?
Dark chocolate and other cocoa products are popular in the population as a whole, but their overall health benefit remains controversial. Observations from the Kuna Indian population have shown an impressive cardiovascular health benefit from cocoa. For various reasons, this benefit has not been as robust as in other populations. Additionally, several mechanisms have been proposed that might confer cocoa's possible health benefit, but no consensus has been reached on cocoa's physiologic role in promoting cardiovascular health. Flavanols, as well as theobromine, may contribute to enhancements in endothelial function and subsequent improvements in various contributors to cardiovascular disease (CVD) including hypertension, platelet aggregation and adhesion, insulin resistance, and hypercholesterolemia. While the benefits of cocoa may be altered at the various stages of growth, development, and production, it appears that for many people ""healthy"" dark chocolate may, indeed, provide a pleasurable role in CVD risk reduction. The objectives of this review are to discuss the associations of cocoa with decreased blood pressure and improved CVD risk, to describe the possible mechanisms for these potential benefits, and to highlight considerations for the use of cocoa as a dietary supplement.",0,89
What was the therapeutic index of dinitrophenol in the early 1930s?,"Dinitrophenol and obesity: an early twentieth-century regulatory dilemma.
In the early 1930s, the industrial chemical dinitrophenol found widespread favor as a weight-loss drug, due principally to the work of Maurice Tainter, a clinical pharmacologist from Stanford University. Unfortunately the compound's therapeutic index was razor thin and it was not until thousands of people suffered irreversible harm that mainstream physicians realized that dinitrophenol's risks outweighed its benefits and abandoned its use. Yet, it took passage of the Food, Drug, and Cosmetic Act in 1938 before federal regulators had the ability to stop patent medicine men from selling dinitrophenol to Americans lured by the promise of a drug that would safely melt one's fat away.",0,90
Why did mainstream physicians stop using dinitrophenol as a weight-loss drug?,"Dinitrophenol and obesity: an early twentieth-century regulatory dilemma.
In the early 1930s, the industrial chemical dinitrophenol found widespread favor as a weight-loss drug, due principally to the work of Maurice Tainter, a clinical pharmacologist from Stanford University. Unfortunately the compound's therapeutic index was razor thin and it was not until thousands of people suffered irreversible harm that mainstream physicians realized that dinitrophenol's risks outweighed its benefits and abandoned its use. Yet, it took passage of the Food, Drug, and Cosmetic Act in 1938 before federal regulators had the ability to stop patent medicine men from selling dinitrophenol to Americans lured by the promise of a drug that would safely melt one's fat away.",0,90
What legislation was passed in 1938 to regulate the sale of dinitrophenol in the United States?,"Dinitrophenol and obesity: an early twentieth-century regulatory dilemma.
In the early 1930s, the industrial chemical dinitrophenol found widespread favor as a weight-loss drug, due principally to the work of Maurice Tainter, a clinical pharmacologist from Stanford University. Unfortunately the compound's therapeutic index was razor thin and it was not until thousands of people suffered irreversible harm that mainstream physicians realized that dinitrophenol's risks outweighed its benefits and abandoned its use. Yet, it took passage of the Food, Drug, and Cosmetic Act in 1938 before federal regulators had the ability to stop patent medicine men from selling dinitrophenol to Americans lured by the promise of a drug that would safely melt one's fat away.",0,90
What is the difference between ductal carcinoma in situ (DCIS) and invasive breast cancer?,"Ductal carcinoma in situ: terminology, classification, and natural history.
Ductal carcinoma in situ (DCIS) refers to breast epithelial cells that have become ""cancerous"" but still reside in their normal place in the ducts and lobules. In this setting, cancerous means that there is an abnormal increase in the growth of the epithelial cells, which accumulate within and greatly expand the ducts and lobules. DCIS is a nonlethal type of cancer because it stays in its normal place. However, DCIS is very important because it is the immediate precursor of invasive breast cancers, which are potentially lethal. This article provides a general overview of DCIS, including historical perspective, methods of classification, current perspective, and future goals.",0,91
"How is ductal carcinoma in situ (DCIS) classified, and what are the different types?","Ductal carcinoma in situ: terminology, classification, and natural history.
Ductal carcinoma in situ (DCIS) refers to breast epithelial cells that have become ""cancerous"" but still reside in their normal place in the ducts and lobules. In this setting, cancerous means that there is an abnormal increase in the growth of the epithelial cells, which accumulate within and greatly expand the ducts and lobules. DCIS is a nonlethal type of cancer because it stays in its normal place. However, DCIS is very important because it is the immediate precursor of invasive breast cancers, which are potentially lethal. This article provides a general overview of DCIS, including historical perspective, methods of classification, current perspective, and future goals.",0,91
"What is the natural history of ductal carcinoma in situ (DCIS), and how does it progress to invasive breast cancer?","Ductal carcinoma in situ: terminology, classification, and natural history.
Ductal carcinoma in situ (DCIS) refers to breast epithelial cells that have become ""cancerous"" but still reside in their normal place in the ducts and lobules. In this setting, cancerous means that there is an abnormal increase in the growth of the epithelial cells, which accumulate within and greatly expand the ducts and lobules. DCIS is a nonlethal type of cancer because it stays in its normal place. However, DCIS is very important because it is the immediate precursor of invasive breast cancers, which are potentially lethal. This article provides a general overview of DCIS, including historical perspective, methods of classification, current perspective, and future goals.",0,91
