[UE1] [2025-07-19 11:34:39] [  5]   0.00-1.00   sec  3.77 MBytes  31.7 Mbits/sec  0.228 ms  0/2733 (0%)
[UE1] [2025-07-19 14:23:54] [  5]  32.00-33.00  sec  11.4 MBytes  95.5 Mbits/sec  0.084 ms  1393/9636 (14%)
[UE1] [2025-07-19 14:23:55] [  5]  33.00-34.00  sec  12.4 MBytes   104 Mbits/sec  0.120 ms  2304/11285 (20%)
[UE1] [2025-07-19 14:23:56] [  5]  34.00-35.00  sec  10.4 MBytes  87.2 Mbits/sec  0.074 ms  1463/8988 (16%)
[UE1] [2025-07-19 14:23:57] [  5]  35.00-36.00  sec  12.4 MBytes   104 Mbits/sec  0.100 ms  2418/11428 (21%)
[UE1] [2025-07-19 14:23:58] [  5]  36.00-37.00  sec  11.9 MBytes   100 Mbits/sec  0.112 ms  1398/10040 (14%)
[UE1] [2025-07-19 14:23:59] [  5]  37.00-38.00  sec  12.2 MBytes   102 Mbits/sec  0.077 ms  1597/10418 (15%)
[UE1] [2025-07-19 14:24:00] [  5]  38.00-39.00  sec  12.0 MBytes   101 Mbits/sec  0.519 ms  1598/10310 (15%)
[UE1] [2025-07-19 14:24:01] [  5]  39.00-40.00  sec  12.8 MBytes   107 Mbits/sec  0.076 ms  1601/10834 (15%)
[UE1] [2025-07-19 14:24:02] [  5]  40.00-41.00  sec  12.0 MBytes   101 Mbits/sec  0.067 ms  1566/10261 (15%)
[UE1] [2025-07-19 14:24:03] [  5]  41.00-42.00  sec  12.2 MBytes   102 Mbits/sec  0.118 ms  1435/10251 (14%)
[UE1] [2025-07-19 14:24:04] [  5]  42.00-43.00  sec  11.4 MBytes  95.6 Mbits/sec  0.127 ms  1591/9840 (16%)
[UE1] [2025-07-19 14:24:05] [  5]  43.00-44.00  sec  12.2 MBytes   102 Mbits/sec  0.115 ms  1782/10620 (17%)
[UE1] [2025-07-19 14:24:06] [  5]  44.00-45.00  sec  11.4 MBytes  95.5 Mbits/sec  0.088 ms  1563/9806 (16%)
[UE1] [2025-07-19 14:24:07] [  5]  45.00-46.00  sec  12.2 MBytes   102 Mbits/sec  0.114 ms  2412/11233 (21%)
[UE1] [2025-07-19 14:24:08] [  5]  46.00-47.00  sec  12.0 MBytes   101 Mbits/sec  0.097 ms  1468/10160 (14%)
[UE1] [2025-07-19 14:24:09] [  5]  47.00-48.00  sec  12.2 MBytes   102 Mbits/sec  0.073 ms  1524/10350 (15%)
[UE1] [2025-07-19 14:24:10] [  5]  48.00-49.00  sec  11.4 MBytes  95.6 Mbits/sec  0.074 ms  1457/9706 (15%)
[UE1] [2025-07-19 14:24:11] [  5]  49.00-50.00  sec  12.8 MBytes   107 Mbits/sec  0.074 ms  2215/11478 (19%)
[UE1] [2025-07-19 14:24:12] [  5]  50.00-51.00  sec  12.2 MBytes   102 Mbits/sec  0.068 ms  1396/10222 (14%)
[UE1] [2025-07-19 14:24:13] [  5]  51.00-52.00  sec  12.0 MBytes   101 Mbits/sec  0.073 ms  1484/10164 (15%)
[UE1] [2025-07-19 14:24:14] [  5]  52.00-53.00  sec  11.8 MBytes  98.6 Mbits/sec  0.102 ms  1502/10013 (15%)
[UE1] [2025-07-19 14:24:15] [  5]  53.00-54.00  sec  11.8 MBytes  99.4 Mbits/sec  0.127 ms  1871/10447 (18%)
[UE1] [2025-07-19 14:24:16] [  5]  54.00-55.00  sec  10.8 MBytes  90.5 Mbits/sec  0.068 ms  1333/9148 (15%)
[UE1] [2025-07-19 14:24:17] [  5]  55.00-56.00  sec  12.8 MBytes   107 Mbits/sec  0.117 ms  2798/12051 (23%)
[UE1] [2025-07-19 14:24:18] [  5]  56.00-57.00  sec  12.2 MBytes   102 Mbits/sec  0.118 ms  1462/10284 (14%)
[UE1] [2025-07-19 14:24:19] [  5]  57.00-58.00  sec  12.0 MBytes   101 Mbits/sec  0.122 ms  1362/10047 (14%)
[UE1] [2025-07-19 14:24:20] [  5]  58.00-59.00  sec  12.6 MBytes   106 Mbits/sec  0.103 ms  1532/10642 (14%)
[UE1] [2025-07-19 14:24:21] [  5]  59.00-60.00  sec  12.4 MBytes   104 Mbits/sec  0.095 ms  1565/10557 (15%)
[UE1] [2025-07-19 14:24:22] [  5]  60.00-61.00  sec  12.0 MBytes   100 Mbits/sec  0.119 ms  1514/10181 (15%)
[UE1] [2025-07-19 14:24:23] [  5]  61.00-62.00  sec  11.4 MBytes  95.7 Mbits/sec  0.032 ms  2049/10308 (20%)
[UE1] [2025-07-19 14:24:24] [  5]  62.00-63.00  sec  12.2 MBytes   102 Mbits/sec  0.096 ms  1497/10320 (15%)
[UE1] [2025-07-19 14:24:25] [  5]  63.00-64.00  sec  12.2 MBytes   102 Mbits/sec  0.113 ms  1549/10376 (15%)
[UE1] [2025-07-19 14:24:26] [  5]  64.00-65.00  sec  11.4 MBytes  95.6 Mbits/sec  0.077 ms  1408/9658 (15%)
[UE1] [2025-07-19 14:24:27] [  5]  65.00-66.00  sec  11.4 MBytes  95.6 Mbits/sec  0.077 ms  2624/10874 (24%)
[UE1] [2025-07-19 14:24:28] [  5]  66.00-67.00  sec  11.4 MBytes  95.6 Mbits/sec  0.080 ms  2484/10738 (23%)
[UE1] [2025-07-19 14:24:29] [  5]  67.00-68.00  sec  12.2 MBytes   102 Mbits/sec  0.107 ms  1415/10242 (14%)
[UE1] [2025-07-19 14:24:30] [  5]  68.00-69.00  sec  12.2 MBytes   102 Mbits/sec  0.108 ms  1441/10264 (14%)
[UE1] [2025-07-19 14:24:31] [  5]  69.00-70.00  sec  12.0 MBytes   101 Mbits/sec  0.097 ms  1600/10288 (16%)
[UE1] [2025-07-19 14:24:32] [  5]  70.00-71.00  sec  12.2 MBytes   102 Mbits/sec  0.105 ms  1562/10390 (15%)
[UE1] [2025-07-19 14:24:33] [  5]  71.00-72.00  sec  12.5 MBytes   105 Mbits/sec  0.134 ms  1558/10601 (15%)
[UE1] [2025-07-19 14:24:34] [  5]  72.00-73.00  sec  12.3 MBytes   103 Mbits/sec  0.089 ms  1300/10192 (13%)
[UE1] [2025-07-19 14:24:35] [  5]  73.00-74.00  sec  12.2 MBytes   102 Mbits/sec  0.109 ms  1636/10460 (16%)
[UE1] [2025-07-19 14:24:36] [  5]  74.00-75.00  sec  11.4 MBytes  95.6 Mbits/sec  0.111 ms  1563/9819 (16%)
[UE1] [2025-07-19 14:24:37] [  5]  75.00-76.00  sec  12.2 MBytes   102 Mbits/sec  0.087 ms  1758/10592 (17%)
[UE1] [2025-07-19 14:24:38] [  5]  76.00-77.00  sec  12.0 MBytes   101 Mbits/sec  0.126 ms  1934/10622 (18%)
[UE1] [2025-07-19 14:24:39] [  5]  77.00-78.00  sec  12.2 MBytes   102 Mbits/sec  0.121 ms  1501/10318 (15%)
[UE1] [2025-07-19 14:24:40] [  5]  78.00-79.00  sec  12.2 MBytes   102 Mbits/sec  0.168 ms  1517/10351 (15%)
[UE1] [2025-07-19 14:24:41] [  5]  79.00-80.00  sec  12.0 MBytes   101 Mbits/sec  0.085 ms  1604/10292 (16%)
[UE1] [2025-07-19 14:24:42] [  5]  80.00-81.00  sec  12.2 MBytes   102 Mbits/sec  0.114 ms  1422/10238 (14%)
[UE1] [2025-07-19 14:24:43] [  5]  81.00-82.00  sec  12.0 MBytes   101 Mbits/sec  0.066 ms  1609/10294 (16%)
[UE1] [2025-07-19 14:24:44] [  5]  82.00-83.00  sec  11.6 MBytes  97.2 Mbits/sec  0.044 ms  1558/9953 (16%)
[UE1] [2025-07-19 14:24:45] [  5]  83.00-84.00  sec  12.0 MBytes   101 Mbits/sec  0.078 ms  2216/10898 (20%)
[UE1] [2025-07-19 14:24:46] [  5]  84.00-85.00  sec  12.2 MBytes   102 Mbits/sec  0.080 ms  1606/10432 (15%)
[UE1] [2025-07-19 14:24:47] [  5]  85.00-86.00  sec  11.4 MBytes  95.5 Mbits/sec  0.082 ms  1400/9647 (15%)
[UE1] [2025-07-19 14:24:48] [  5]  86.00-87.00  sec  12.2 MBytes   102 Mbits/sec  0.082 ms  2363/11197 (21%)
[UE1] [2025-07-19 14:24:49] [  5]  87.00-88.00  sec  12.0 MBytes   101 Mbits/sec  0.124 ms  1691/10371 (16%)
[UE1] [2025-07-19 14:24:50] [  5]  88.00-89.00  sec  12.2 MBytes   102 Mbits/sec  0.118 ms  1463/10288 (14%)
[UE1] [2025-07-19 14:24:51] [  5]  89.00-90.00  sec  12.0 MBytes   101 Mbits/sec  0.089 ms  1503/10193 (15%)
[UE1] [2025-07-19 14:24:52] [  5]  90.00-91.00  sec  12.6 MBytes   106 Mbits/sec  0.115 ms  1383/10495 (13%)
[UE1] [2025-07-19 14:24:53] [  5]  91.00-92.00  sec  12.4 MBytes   104 Mbits/sec  0.106 ms  1515/10495 (14%)
[UE1] [2025-07-19 14:24:54] [  5]  92.00-93.00  sec  12.2 MBytes   102 Mbits/sec  0.079 ms  1490/10312 (14%)
[UE1] [2025-07-19 14:24:55] [  5]  93.00-94.00  sec  11.4 MBytes  95.5 Mbits/sec  0.074 ms  1524/9772 (16%)
[UE1] [2025-07-19 14:24:56] [  5]  94.00-95.00  sec  12.8 MBytes   107 Mbits/sec  0.088 ms  1755/11017 (16%)
[UE1] [2025-07-19 14:24:57] [  5]  95.00-96.00  sec  12.2 MBytes   102 Mbits/sec  0.166 ms  1493/10322 (14%)
[UE1] [2025-07-19 14:24:58] [  5]  96.00-97.00  sec  12.0 MBytes   101 Mbits/sec  0.078 ms  1563/10245 (15%)
[UE1] [2025-07-19 14:24:59] [  5]  97.00-98.00  sec  12.2 MBytes   102 Mbits/sec  0.125 ms  1442/10276 (14%)
[UE1] [2025-07-19 14:25:00] [  5]  98.00-99.00  sec  12.0 MBytes   100 Mbits/sec  0.087 ms  1663/10325 (16%)
[UE1] [2025-07-19 14:25:02] [  5]  99.00-100.00 sec  12.2 MBytes   102 Mbits/sec  0.115 ms  1697/10540 (16%)
[UE1] [2025-07-19 14:25:03] [  5]   0.00-1.00   sec  3.73 MBytes  31.3 Mbits/sec  0.196 ms  0/2704 (0%)
[UE1] [2025-07-19 14:25:04] [  5]   1.00-2.00   sec  3.58 MBytes  30.0 Mbits/sec  0.155 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:05] [  5]   2.00-3.00   sec  3.58 MBytes  30.0 Mbits/sec  0.226 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:06] [  5]   3.00-4.00   sec  3.58 MBytes  30.0 Mbits/sec  0.193 ms  0/2591 (0%)
[UE1] [2025-07-19 14:25:07] [  5]   4.00-5.00   sec  3.58 MBytes  30.0 Mbits/sec  0.228 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:08] [  5]   5.00-6.00   sec  3.58 MBytes  30.0 Mbits/sec  0.188 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:09] [  5]   6.00-7.00   sec  3.58 MBytes  30.0 Mbits/sec  0.208 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:10] [  5]   7.00-8.00   sec  3.58 MBytes  30.0 Mbits/sec  0.176 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:11] [  5]   8.00-9.00   sec  3.58 MBytes  30.0 Mbits/sec  0.222 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:12] [  5]   9.00-10.00  sec  3.58 MBytes  30.0 Mbits/sec  0.276 ms  0/2591 (0%)
[UE1] [2025-07-19 14:25:13] [  5]  10.00-11.00  sec  3.57 MBytes  30.0 Mbits/sec  0.178 ms  0/2587 (0%)
[UE1] [2025-07-19 14:25:14] [  5]  11.00-12.00  sec  3.58 MBytes  30.0 Mbits/sec  0.233 ms  0/2592 (0%)
[UE1] [2025-07-19 14:25:15] [  5]  12.00-13.00  sec  3.58 MBytes  30.0 Mbits/sec  0.106 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:16] [  5]  13.00-14.00  sec  3.58 MBytes  30.0 Mbits/sec  0.265 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:17] [  5]  14.00-15.00  sec  3.58 MBytes  30.0 Mbits/sec  0.165 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:18] [  5]  15.00-16.00  sec  3.57 MBytes  30.0 Mbits/sec  0.225 ms  0/2588 (0%)
[UE1] [2025-07-19 14:25:19] [  5]  16.00-17.00  sec  3.58 MBytes  30.0 Mbits/sec  0.269 ms  0/2592 (0%)
[UE1] [2025-07-19 14:25:20] [  5]  17.00-18.00  sec  3.58 MBytes  30.0 Mbits/sec  0.155 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:21] [  5]  18.00-19.00  sec  3.58 MBytes  30.0 Mbits/sec  0.179 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:22] [  5]  19.00-20.00  sec  3.58 MBytes  30.0 Mbits/sec  0.205 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:23] [  5]  20.00-21.00  sec  3.58 MBytes  30.0 Mbits/sec  0.252 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:24] [  5]  21.00-22.00  sec  3.58 MBytes  30.0 Mbits/sec  0.200 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:25] [  5]  22.00-23.00  sec  3.58 MBytes  30.0 Mbits/sec  0.194 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:26] [  5]  23.00-24.00  sec  3.57 MBytes  30.0 Mbits/sec  0.267 ms  0/2587 (0%)
[UE1] [2025-07-19 14:25:27] [  5]  24.00-25.00  sec  3.58 MBytes  30.0 Mbits/sec  0.248 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:28] [  5]  25.00-26.00  sec  3.58 MBytes  30.0 Mbits/sec  0.161 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:29] [  5]  26.00-27.00  sec  3.58 MBytes  30.0 Mbits/sec  0.169 ms  0/2592 (0%)
[UE1] [2025-07-19 14:25:30] [  5]  27.00-28.00  sec  3.58 MBytes  30.0 Mbits/sec  0.177 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:31] [  5]  28.00-29.00  sec  3.58 MBytes  30.0 Mbits/sec  0.251 ms  0/2591 (0%)
[UE1] [2025-07-19 14:25:32] [  5]  29.00-30.00  sec  3.58 MBytes  30.0 Mbits/sec  0.185 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:33] [  5]  30.00-31.00  sec  3.57 MBytes  30.0 Mbits/sec  0.149 ms  0/2587 (0%)
[UE1] [2025-07-19 14:25:34] [  5]  31.00-32.00  sec  3.58 MBytes  30.0 Mbits/sec  0.179 ms  0/2593 (0%)
[UE1] [2025-07-19 14:25:35] [  5]  32.00-33.00  sec  3.58 MBytes  30.0 Mbits/sec  0.235 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:36] [  5]  33.00-34.00  sec  3.58 MBytes  30.0 Mbits/sec  0.207 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:37] [  5]  34.00-35.00  sec  3.58 MBytes  30.0 Mbits/sec  0.142 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:38] [  5]  35.00-36.00  sec  3.58 MBytes  30.0 Mbits/sec  0.145 ms  0/2591 (0%)
[UE1] [2025-07-19 14:25:39] [  5]  36.00-37.00  sec  3.57 MBytes  30.0 Mbits/sec  0.166 ms  0/2588 (0%)
[UE1] [2025-07-19 14:25:40] [  5]  37.00-38.00  sec  3.58 MBytes  30.0 Mbits/sec  0.234 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:41] [  5]  38.00-39.00  sec  3.58 MBytes  30.0 Mbits/sec  0.166 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:42] [  5]  39.00-40.00  sec  3.58 MBytes  30.0 Mbits/sec  0.201 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:43] [  5]  40.00-41.00  sec  3.58 MBytes  30.0 Mbits/sec  0.136 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:44] [  5]  41.00-42.00  sec  3.58 MBytes  30.0 Mbits/sec  0.152 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:45] [  5]  42.00-43.00  sec  3.58 MBytes  30.0 Mbits/sec  0.299 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:46] [  5]  43.00-44.00  sec  3.58 MBytes  30.0 Mbits/sec  0.212 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:47] [  5]  44.00-45.00  sec  3.58 MBytes  30.0 Mbits/sec  0.181 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:48] [  5]  45.00-46.00  sec  3.58 MBytes  30.0 Mbits/sec  0.172 ms  0/2591 (0%)
[UE1] [2025-07-19 14:25:49] [  5]  46.00-47.00  sec  3.58 MBytes  30.0 Mbits/sec  0.141 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:50] [  5]  47.00-48.00  sec  3.58 MBytes  30.0 Mbits/sec  0.249 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:51] [  5]  48.00-49.00  sec  3.58 MBytes  30.0 Mbits/sec  0.239 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:52] [  5]  49.00-50.00  sec  3.58 MBytes  30.0 Mbits/sec  0.169 ms  0/2591 (0%)
[UE1] [2025-07-19 14:25:53] [  5]  50.00-51.00  sec  3.58 MBytes  30.0 Mbits/sec  0.160 ms  0/2589 (0%)
[UE1] [2025-07-19 14:25:54] [  5]  51.00-52.00  sec  3.58 MBytes  30.0 Mbits/sec  0.225 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:55] [  5]  52.00-53.00  sec  3.57 MBytes  30.0 Mbits/sec  0.305 ms  0/2587 (0%)
[UE1] [2025-07-19 14:25:56] [  5]  53.00-54.00  sec  3.58 MBytes  30.0 Mbits/sec  0.167 ms  0/2592 (0%)
[UE1] [2025-07-19 14:25:57] [  5]  54.00-55.00  sec  3.58 MBytes  30.0 Mbits/sec  0.173 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:58] [  5]  55.00-56.00  sec  3.58 MBytes  30.0 Mbits/sec  0.236 ms  0/2590 (0%)
[UE1] [2025-07-19 14:25:59] [  5]  56.00-57.00  sec  3.58 MBytes  30.0 Mbits/sec  0.191 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:00] [  5]  57.00-58.00  sec  3.58 MBytes  30.0 Mbits/sec  0.152 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:01] [  5]  58.00-59.00  sec  3.58 MBytes  30.0 Mbits/sec  0.258 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:02] [  5]  59.00-60.00  sec  3.58 MBytes  30.0 Mbits/sec  0.304 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:03] [  5]  60.00-61.00  sec  3.58 MBytes  30.0 Mbits/sec  0.247 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:04] [  5]  61.00-62.00  sec  3.58 MBytes  30.0 Mbits/sec  0.175 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:05] [  5]  62.00-63.00  sec  3.58 MBytes  30.0 Mbits/sec  0.204 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:06] [  5]  63.00-64.00  sec  3.58 MBytes  30.0 Mbits/sec  0.159 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:07] [  5]  64.00-65.00  sec  3.58 MBytes  30.0 Mbits/sec  0.299 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:08] [  5]  65.00-66.00  sec  3.58 MBytes  30.0 Mbits/sec  0.316 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:09] [  5]  66.00-67.00  sec  3.58 MBytes  30.0 Mbits/sec  0.167 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:10] [  5]  67.00-68.00  sec  3.58 MBytes  30.0 Mbits/sec  0.170 ms  0/2591 (0%)
[UE1] [2025-07-19 14:26:11] [  5]  68.00-69.00  sec  3.57 MBytes  30.0 Mbits/sec  0.392 ms  0/2587 (0%)
[UE1] [2025-07-19 14:26:12] [  5]  69.00-70.00  sec  3.58 MBytes  30.0 Mbits/sec  0.287 ms  0/2592 (0%)
[UE1] [2025-07-19 14:26:13] [  5]  70.00-71.00  sec  3.58 MBytes  30.0 Mbits/sec  0.172 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:14] [  5]  71.00-72.00  sec  3.58 MBytes  30.0 Mbits/sec  0.189 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:15] [  5]  72.00-73.00  sec  3.58 MBytes  30.0 Mbits/sec  0.198 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:16] [  5]  73.00-74.00  sec  3.58 MBytes  30.0 Mbits/sec  0.235 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:17] [  5]  74.00-75.00  sec  3.58 MBytes  30.0 Mbits/sec  0.184 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:18] [  5]  75.00-76.00  sec  3.58 MBytes  30.0 Mbits/sec  0.239 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:19] [  5]  76.00-77.00  sec  3.58 MBytes  30.0 Mbits/sec  0.214 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:20] [  5]  77.00-78.00  sec  3.58 MBytes  30.0 Mbits/sec  0.241 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:21] [  5]  78.00-79.00  sec  3.58 MBytes  30.0 Mbits/sec  0.162 ms  0/2591 (0%)
[UE1] [2025-07-19 14:26:22] [  5]  79.00-80.00  sec  3.58 MBytes  30.0 Mbits/sec  0.175 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:23] [  5]  80.00-81.00  sec  3.58 MBytes  30.0 Mbits/sec  0.268 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:24] [  5]  81.00-82.00  sec  3.57 MBytes  30.0 Mbits/sec  0.212 ms  0/2588 (0%)
[UE1] [2025-07-19 14:26:25] [  5]  82.00-83.00  sec  3.58 MBytes  30.0 Mbits/sec  0.291 ms  0/2591 (0%)
[UE1] [2025-07-19 14:26:26] [  5]  83.00-84.00  sec  3.58 MBytes  30.0 Mbits/sec  0.216 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:27] [  5]  84.00-85.00  sec  3.58 MBytes  30.0 Mbits/sec  0.180 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:28] [  5]  85.00-86.00  sec  3.58 MBytes  30.0 Mbits/sec  0.213 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:29] [  5]  86.00-87.00  sec  3.58 MBytes  30.0 Mbits/sec  0.187 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:30] [  5]  87.00-88.00  sec  3.58 MBytes  30.0 Mbits/sec  0.109 ms  0/2591 (0%)
[UE1] [2025-07-19 14:26:31] [  5]  88.00-89.00  sec  3.57 MBytes  30.0 Mbits/sec  0.198 ms  0/2588 (0%)
[UE1] [2025-07-19 14:26:32] [  5]  89.00-90.00  sec  3.58 MBytes  30.0 Mbits/sec  0.173 ms  0/2591 (0%)
[UE1] [2025-07-19 14:26:33] [  5]  90.00-91.00  sec  3.58 MBytes  30.0 Mbits/sec  0.221 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:34] [  5]  91.00-92.00  sec  3.58 MBytes  30.0 Mbits/sec  0.278 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:35] [  5]  92.00-93.00  sec  3.58 MBytes  30.0 Mbits/sec  0.238 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:36] [  5]  93.00-94.00  sec  3.58 MBytes  30.0 Mbits/sec  0.129 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:37] [  5]  94.00-95.00  sec  3.58 MBytes  30.0 Mbits/sec  0.251 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:38] [  5]  95.00-96.00  sec  3.58 MBytes  30.0 Mbits/sec  0.139 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:39] [  5]  96.00-97.00  sec  3.58 MBytes  30.0 Mbits/sec  0.193 ms  0/2589 (0%)
[UE1] [2025-07-19 14:26:40] [  5]  97.00-98.00  sec  3.58 MBytes  30.0 Mbits/sec  0.156 ms  0/2591 (0%)
[UE1] [2025-07-19 14:26:41] [  5]  98.00-99.00  sec  3.58 MBytes  30.0 Mbits/sec  0.160 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:42] [  5]  99.00-100.00 sec  3.58 MBytes  30.0 Mbits/sec  0.211 ms  0/2590 (0%)
[UE1] [2025-07-19 14:26:44] [  5]   0.00-1.00   sec  9.79 MBytes  82.1 Mbits/sec  0.110 ms  0/7088 (0%)
[UE1] [2025-07-19 14:26:45] [  5]   1.00-2.00   sec  12.3 MBytes   103 Mbits/sec  0.160 ms  0/8920 (0%)
[UE1] [2025-07-19 14:26:46] [  5]   2.00-3.00   sec  11.2 MBytes  94.1 Mbits/sec  0.076 ms  442/8565 (5.2%)
[UE1] [2025-07-19 14:26:47] [  5]   3.00-4.00   sec  12.2 MBytes   102 Mbits/sec  0.090 ms  1685/10512 (16%)
[UE1] [2025-07-19 14:26:48] [  5]   4.00-5.00   sec  12.0 MBytes   101 Mbits/sec  0.084 ms  1430/10122 (14%)
[UE1] [2025-07-19 14:26:49] [  5]   5.00-6.00   sec  12.2 MBytes   102 Mbits/sec  0.133 ms  1450/10270 (14%)
[UE1] [2025-07-19 14:26:50] [  5]   6.00-7.00   sec  12.2 MBytes   102 Mbits/sec  0.095 ms  1514/10341 (15%)
[UE1] [2025-07-19 14:26:51] [  5]   7.00-8.00   sec  12.3 MBytes   103 Mbits/sec  0.084 ms  1646/10526 (16%)
[UE1] [2025-07-19 14:26:52] [  5]   8.00-9.00   sec  11.9 MBytes   100 Mbits/sec  0.085 ms  1420/10051 (14%)
[UE1] [2025-07-19 14:26:53] [  5]   9.00-10.00  sec  12.0 MBytes   101 Mbits/sec  0.073 ms  1978/10662 (19%)
[UE1] [2025-07-19 14:26:54] [  5]  10.00-11.00  sec  12.2 MBytes   102 Mbits/sec  0.073 ms  1608/10444 (15%)
[UE1] [2025-07-19 14:26:55] [  5]  11.00-12.00  sec  12.2 MBytes   102 Mbits/sec  0.074 ms  1674/10493 (16%)
[UE1] [2025-07-19 14:26:56] [  5]  12.00-13.00  sec  12.0 MBytes   101 Mbits/sec  0.100 ms  1513/10197 (15%)
[UE1] [2025-07-19 14:26:57] [  5]  13.00-14.00  sec  12.2 MBytes   102 Mbits/sec  0.088 ms  1652/10487 (16%)
[UE1] [2025-07-19 14:26:58] [  5]  14.00-15.00  sec  12.2 MBytes   102 Mbits/sec  0.122 ms  1480/10300 (14%)
[UE1] [2025-07-19 14:26:59] [  5]  15.00-16.00  sec  12.0 MBytes   101 Mbits/sec  0.077 ms  1496/10180 (15%)
[UE1] [2025-07-19 14:27:00] [  5]  16.00-17.00  sec  12.2 MBytes   102 Mbits/sec  0.089 ms  1595/10430 (15%)
[UE1] [2025-07-19 14:27:01] [  5]  17.00-18.00  sec  12.0 MBytes   100 Mbits/sec  0.111 ms  1684/10357 (16%)
[UE1] [2025-07-19 14:27:02] [  5]  18.00-19.00  sec  12.2 MBytes   102 Mbits/sec  0.089 ms  1712/10542 (16%)
[UE1] [2025-07-19 14:27:03] [  5]  19.00-20.00  sec  12.2 MBytes   102 Mbits/sec  0.074 ms  1477/10312 (14%)
[UE1] [2025-07-19 14:27:04] [  5]  20.00-21.00  sec  12.0 MBytes   100 Mbits/sec  0.083 ms  1684/10350 (16%)
[UE1] [2025-07-19 14:27:05] [  5]  21.00-22.00  sec  12.2 MBytes   102 Mbits/sec  0.111 ms  1549/10387 (15%)
[UE1] [2025-07-19 14:27:06] [  5]  22.00-23.00  sec  12.0 MBytes   101 Mbits/sec  0.080 ms  1486/10178 (15%)
